"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-22","4.03",,"0.00",,"0.0","0.0","65","81","51",,"   50","   10","16.1","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-23","3.36",,"0.00",,"0.0","0.0","69","84","52",,"   50","  320","13.0","21.0",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-24","3.80",,"0.00",,"0.0","0.0","72","87","55",,"  180","  190","15.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-25","5.37",,"0.29",,"0.0","0.0","75","88","65",,"  290","  280","23.0","28.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-26","6.71",,"0.00",,"0.0","0.0","74","91","65",,"   10","   10","31.1","38.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-27","6.49",,"0.00",,"0.0","0.0","75","89","64",,"  190","  250","19.9","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-28","6.71",,"0.00",,"0.0","0.0","77","83","68",,"  150","  170","15.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-29","2.91",,"0.00",,"0.0","0.0","77","90","64",,"  290","  290","10.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-30","4.47",,"0.00",,"0.0","0.0","80","90","67",,"   10","  340","14.1","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-05-31","2.01",,"0.00",,"0.0","0.0","77","90","65",,"   60","   40","10.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-01","4.70",,"0.27",,"0.0","0.0","79","92","67",,"  130","  120","19.9","25.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-02","3.36",,"0.02",,"0.0","0.0","76","88","68",,"  160","  290","15.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-03","3.58",,"0.85",,"0.0","0.0","76","89","67",,"   60","   60","23.9","33.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-04","4.25",,"0.26",,"0.0","0.0","74","85","68",,"  320","  320","14.1","19.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-05","4.70",,"0.11",,"0.0","0.0","76","86","68",,"  280","  280","16.1","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-06","3.13",,"0.00",,"0.0","0.0","76","88","62",,"  300","  290","10.1","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-07","7.61",,"0.00",,"0.0","0.0","76","84","63",,"  340","  320","21.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-08","4.47",,"0.00",,"0.0","0.0","72","84","56",,"   20","  330","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-09","2.91",,"0.00",,"0.0","0.0","72","85","56",,"   60","   40","12.1","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-10","2.91",,"0.00",,"0.0","0.0","76","92","60",,"  100","  100","10.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-11","3.80",,"0.00",,"0.0","0.0","81","95","65",,"  320","  220","12.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-12","5.14",,"0.00",,"0.0","0.0","83","95","70",,"  350","  320","14.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-13","2.91",,"0.04",,"0.0","0.0","85","97","74",,"  360","  360","21.9","25.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-14","4.25",,"0.11",,"0.0","0.0","79","91","72",,"  170","  180","19.9","23.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-15","4.70",,"0.24",,"0.0","0.0","79","92","69",,"  330","  320","36.9","53.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-16","5.37",,"0.00",,"0.0","0.0","80","98","67",,"  300","  300","15.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-17","9.17",,"0.00",,"0.0","0.0","83","87","73",,"   50","   30","19.9","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-18","5.14",,"0.00",,"0.0","0.0","79","90","70",,"  140","  130","15.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-19","5.37",,"0.00",,"0.0","0.0","81","90","71",,"  190","  170","16.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-20","3.36",,"0.00",,"0.0","0.0","80","91","71",,"  260","  250","10.1","13.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-21","5.14",,"0.00",,"0.0","0.0","83","93","73",,"  270","  270","15.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-22","6.26",,"0.00",,"0.0","0.0","85","97","76",,"  210","  250","14.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-23","9.17",,"0.01",,"0.0","0.0","87","97","71",,"  320","  300","32.0","48.1",,,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-24","8.05",,"1.99",,"0.0","0.0","82","93","69",,"  320","  290","18.1","25.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-25","2.68",,"0.00",,"0.0","0.0","84","94","73",,"  200","  200","21.9","25.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-26","2.91",,"0.01","    0","0.0","0.0","82","95","73","    0","  130","  130","17.0","23.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-27","2.91",,"0.07",,"0.0","0.0","80","90","73",,"   10","   20","23.0","30.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-28","3.58",,"0.47",,"0.0","0.0","79","94","69",,"  350","  350","36.0","51.0","    1","    1","    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-29","7.61",,"0.00",,"0.0","0.0","76","85","63",,"   30","  350","14.1","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-06-30","3.36",,"0.00",,"0.0","0.0","74","88","59",,"  340","  300","12.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-01","5.37",,"0.01",,"0.0","0.0","77","91","65",,"  320","  320","14.1","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-02","5.14",,"0.00",,"0.0","0.0","80","89","69",,"   10","   10","15.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-03","4.70",,"0.00",,"0.0","0.0","81","95","71",,"  160","  180","13.0","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-04","6.93",,"1.52",,"0.0","0.0","83","93","75",,"  270","  200","23.9","36.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-05","4.25",,"0.84",,"0.0","0.0","79","88","74",,"  210","  210","13.0","16.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-06","6.93",,"0.42",,"0.0","0.0","80","93","71",,"  330","  340","30.0","38.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-07","7.16",,"1.68",,"0.0","0.0","77","93","70",,"  340","  330","23.9","36.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-08","8.05",,"0.24",,"0.0","0.0","83","95","70",,"  320","  320","38.9","59.9",,,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-09","3.80",,"0.00",,"0.0","0.0","80","91","70",,"   20","  310","12.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-10","2.91",,"0.00",,"0.0","0.0","81","89","72",,"  110","   40","10.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-11","3.13",,"0.07",,"0.0","0.0","79","88","73",,"  190","  200","14.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-12","7.38",,"0.00",,"0.0","0.0","81","93","71",,"  190","  220","15.0","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-13","6.71",,"0.00",,"0.0","0.0","84","95","72",,"  180","  270","16.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-14","7.16",,"0.19",,"0.0","0.0","82","91","72",,"  250","  250","19.9","25.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-15","2.46",,"0.00",,"0.0","0.0","78","90","70",,"  100","  280","8.9","18.1","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-16","4.03",,"0.00",,"0.0","0.0","80","90","74",,"  140","   10","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-17","2.91",,"0.00",,"0.0","0.0","81","94","70",,"  130",,"8.9",,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-18","3.36",,"0.00",,"0.0","0.0","85","97","73",,"   10","   60","12.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-19","2.68",,"0.00",,"0.0","0.0","85","95","76",,"   60","  290","17.0","23.9",,,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-20","3.36",,"0.00",,"0.0","0.0","82","95","73",,"  360","  310","13.0","21.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-21","3.36",,"0.00",,"0.0","0.0","84","97","73",,"   10","  360","12.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-22","2.68",,"0.00",,"0.0","0.0","85","94","75",,"  260","   10","10.1","16.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-23","4.03",,"0.00",,"0.0","0.0","83","94","75",,"  180","  190","15.0","19.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-24","3.80",,"0.00",,"0.0","0.0","83","96","73",,"   70","  210","10.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-25","3.58",,"0.00",,"0.0","0.0","85","95","76",,"  300","  290","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-26","3.13",,"0.18",,"0.0","0.0","85","97","74",,"  360","  230","18.1","25.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-27","4.92",,"0.00",,"0.0","0.0","83","93","73",,"  200","  200","15.0","18.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-28","4.70",,"0.76",,"0.0","0.0","80","87","75",,"  200","  300","13.0","17.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-29","6.26",,"0.00",,"0.0","0.0","81","89","74",,"  210","  210","16.1","21.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-30","3.13",,"0.00",,"0.0","0.0","80","89","73",,"  280","  300","10.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-07-31","2.46",,"0.37","    0","0.0","0.0","81","93","73","    0","  340","  340","17.0","21.9",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-01","2.68",,"0.05",,"0.0","0.0","82","96","73",,"  290","  290","23.9","32.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-02","3.58",,"0.07",,"0.0","0.0","80","93","73",,"   50","  290","10.1","14.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-03","2.68",,"0.67",,"0.0","0.0","82","93","73",,"  320","  310","21.0","28.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-04","3.80",,"0.00",,"0.0","0.0","80","92","73",,"  110","  130","14.1","17.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-05","4.47",,"0.69",,"0.0","0.0","80","96","72",,"   40","   40","28.0","30.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-06","2.46",,"0.07",,"0.0","0.0","78","91","73",,"  360","  360","18.1","23.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-07","6.26",,"0.00",,"0.0","0.0","81","92","75",,"   30","   20","17.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-08","4.92",,"0.00",,"0.0","0.0","82","92","73",,"   20","  350","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-09","3.36",,"0.80",,"0.0","0.0","83","93","75",,"  180","  140","15.0","16.1","    1","    1","    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-10","5.14",,"0.00",,"0.0","0.0","82","91","76",,"  150","  150","14.1","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-11","4.92",,"0.00",,"0.0","0.0","83","91","76",,"  150","  150","15.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-12","7.83",,"0.00",,"0.0","0.0","83","91","75",,"  170","  180","18.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-13","9.17",,"0.00",,"0.0","0.0","81","88","73",,"  210","  200","21.0","30.0",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-14","4.92",,"0.07",,"0.0","0.0","79","91","71",,"  180","  190","17.0","23.0",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-15","8.50",,"0.00",,"0.0","0.0","82","93","72",,"  200","  220","21.9","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-16","4.92",,"0.13",,"0.0","0.0","81","88","73",,"  290","  290","17.0","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-17","3.36",,"0.00",,"0.0","0.0","79","89","74",,"  340","  320","12.1","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-18","3.36",,"0.12",,"0.0","0.0","79","84","75",,"  310","  300","8.9","13.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-19","2.91",,"0.50",,"0.0","0.0","76","79","73",,"  170","  170","13.0","15.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-20","6.04",,"0.90",,"0.0","0.0","77","85","72",,"  200","  250","15.0","18.1","    1","    1","    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-21","4.47",,"0.22",,"0.0","0.0","76","85","65",,"  360","  320","13.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-22","2.46",,"0.00",,"0.0","0.0","73","82","62",,"  130","  120","10.1","14.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-23","0.89",,"0.00",,"0.0","0.0","73","88","62",,"  180","  300","6.9","17.0","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-24","4.03",,"0.00",,"0.0","0.0","80","92","71",,"  190","  210","14.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-25","3.13",,"0.55",,"0.0","0.0","82","94","73",,"   80","   70","23.0","31.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-26","4.70",,"0.00",,"0.0","0.0","83","95","74",,"  210","  200","19.9","29.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-27","3.58",,"1.60",,"0.0","0.0","81","96","72",,"  360","  360","33.1","40.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-28","3.80",,"0.00",,"0.0","0.0","80","96","71",,"  130","  130","15.0","18.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-29","5.82",,"0.00",,"0.0","0.0","81","92","71",,"   30","  310","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-30","2.68",,"0.00",,"0.0","0.0","83","95","73",,"   90",,"8.1",,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-08-31","3.80",,"0.00",,"0.0","0.0","83","95","73",,"  350","  360","19.9","25.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-01","10.51",,"0.00",,"0.0","0.0","81","88","70",,"   20","   40","23.0","28.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-02","11.41",,"0.00",,"0.0","0.0","75","85","64",,"   40","  350","21.0","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-03","5.37",,"0.00",,"0.0","0.0","74","87","63",,"   40","   40","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-04","4.47",,"0.00",,"0.0","0.0","78","91","67",,"  180","  190","14.1","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-05","4.03",,"0.00",,"0.0","0.0","80","93","68",,"  180","  190","15.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-06","3.13",,"0.00",,"0.0","0.0","80","94","67",,"  290","  340","10.1","14.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-07","4.47",,"0.00",,"0.0","0.0","81","94","68",,"  280","  290","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-08","5.82",,"0.00",,"0.0","0.0","81","93","69",,"  200","  220","15.0","21.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-09","6.26",,"0.00",,"0.0","0.0","82","93","70",,"  190","  190","19.9","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-10","9.40",,"0.31",,"0.0","0.0","80","93","70",,"  320","  330","36.9","51.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-11","6.04",,"0.00",,"0.0","0.0","72","83","62",,"   20","   30","13.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-12","2.01",,"0.00",,"0.0","0.0","71","89","56",,"   50","  320","8.9","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-13","2.91",,"0.00",,"0.0","0.0","76","92","64",,"  110","  110","21.0","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-14","3.58",,"0.00",,"0.0","0.0","79","93","69",,"   10","  320","14.1","19.9",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-15","3.58",,"0.00",,"0.0","0.0","81","94","69",,"   30","  320","12.1","14.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-16","6.93",,"0.00",,"0.0","0.0","81","93","69",,"  180","  180","19.9","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-17","6.26",,"1.01",,"0.0","0.0","77","80","71",,"  180","  180","17.0","21.0","    1","    1","    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-18","4.47",,"0.32",,"0.0","0.0","77","87","71",,"  340","  320","10.1","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-19","5.14",,"0.00",,"0.0","0.0","79","89","67",,"   20","   40","13.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-20","5.14",,"0.00",,"0.0","0.0","76","89","63",,"   40","   60","14.1","19.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-21","3.80",,"0.00",,"0.0","0.0","76","90","63",,"   30","   50","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-22","4.03",,"0.00",,"0.0","0.0","79","92","65",,"  190","  310","12.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-23","2.46",,"0.00",,"0.0","0.0","79","93","67",,"   20","  310","13.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-24","2.91",,"0.00",,"0.0","0.0","79","92","66",,"  360","  350","13.0","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-25","2.46",,"0.00",,"0.0","0.0","78","94","64",,"   10","   30","12.1","16.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-26","6.26",,"0.08",,"0.0","0.0","72","78","57",,"   10","  360","19.9","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-27","4.03",,"0.00",,"0.0","0.0","65","79","54",,"  310","  290","12.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-28","9.17",,"0.04",,"0.0","0.0","65","84","50",,"  340","  220","21.0","30.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-29","5.37",,"0.00",,"0.0","0.0","59","67","49",,"  310","  300","13.0","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-09-30","4.03",,"0.11",,"0.0","0.0","58","68","49",,"  320","  280","12.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-01","4.03",,"0.00",,"0.0","0.0","62","75","54",,"  280","  290","15.0","19.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-02","2.68",,"0.00",,"0.0","0.0","67","77","60",,"   10","  330","12.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-03","2.68",,"0.00",,"0.0","0.0","69","80","60",,"   20","   20","10.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-04","5.37",,"0.00",,"0.0","0.0","70","87","55",,"  170","  160","17.0","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-05","4.47",,"0.00",,"0.0","0.0","75","88","64",,"  180","  180","16.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-06","3.13",,"0.00",,"0.0","0.0","73","88","60",,"   20","  350","15.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-07","5.82",,"0.00",,"0.0","0.0","73","88","58",,"  360","  360","21.0","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-08","12.30",,"0.00",,"0.0","0.0","68","75","53",,"   10","   10","23.9","31.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-09","7.61",,"0.00",,"0.0","0.0","62","76","49",,"   40","   40","19.9","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-10","5.14",,"0.00",,"0.0","0.0","62","78","47",,"  100","   80","16.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-11","6.71",,"0.00",,"0.0","0.0","67","81","53",,"  170","  190","19.9","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-12","6.26",,"0.00",,"0.0","0.0","66","80","52",,"  170","  190","16.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-13","6.93",,"0.00",,"0.0","0.0","67","74","59",,"   10","   20","18.1","21.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-14","4.92",,"0.07",,"0.0","0.0","63","69","59",,"   30","  290","12.1","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-15","8.05",,"0.00",,"0.0","0.0","70","84","61",,"  180","  170","19.9","25.1",,,,,,,,,
