"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-16","8.95",,"0.00",,"0.0","0.0","71","84","63",,"  180","  190","18.1","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-17","7.61",,"0.00",,"0.0","0.0","73","86","62",,"  190","  210","18.1","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-18","8.50",,"0.00",,"0.0","0.0","76","87","65",,"  210","  230","17.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-19","5.59",,"0.00",,"0.0","0.0","75","91","61",,"  190","  230","17.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-20","7.61",,"0.35",,"0.0","0.0","74","82","56",,"  300","  300","23.0","31.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-21","10.74",,"0.01",,"0.0","0.0","58","64","48",,"  350","  350","19.9","25.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-22","5.37",,"0.00",,"0.0","0.0","54","67","42",,"  320","  320","15.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-23","4.92",,"0.00",,"0.0","0.0","56","77","40",,"  200","  200","13.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-24","5.82",,"0.00",,"0.0","0.0","65","80","52",,"   10","  320","13.0","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-25","3.80",,"0.00",,"0.0","0.0","61","76","49",,"   10","   10","10.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-26","7.61",,"0.00",,"0.0","0.0","63","83","46",,"  200","  200","21.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-27","7.38",,"0.00",,"0.0","0.0","70","81","55",,"  220","  210","15.0","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-28","2.91",,"0.00",,"0.0","0.0","63","82","50",,"  270","  290","8.1","14.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-29","4.70",,"0.00",,"0.0","0.0","68","86","52",,"  260","  270","14.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-30","5.14",,"0.00",,"0.0","0.0","70","85","56",,"  290","  290","14.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-10-31","3.80",,"0.00",,"0.0","0.0","71","85","60",,"  200","  240","12.1","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-01","6.26",,"0.00",,"0.0","0.0","73","88","59",,"  220","  220","19.9","25.1",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-02","6.04",,"0.00",,"0.0","0.0","72","85","61",,"  190","  180","17.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-03","7.61",,"0.00",,"0.0","0.0","72","83","63",,"  360","  320","16.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-04","9.62",,"0.00",,"0.0","0.0","67","73","49",,"  360","  360","19.9","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-05","3.58",,"0.00",,"0.0","0.0","57","73","42",,"   20","  360","10.1","12.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-06","2.46",,"0.00",,"0.0","0.0","57","74","45",,"   30","   30","10.1","13.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-07","3.13",,"0.00",,"0.0","0.0","59","78","45",,"  170","  160","15.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-08","3.58",,"0.01",,"0.0","0.0","61","69","54",,"  320","   80","10.1","17.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-09","9.17",,"0.00",,"0.0","0.0","58","62","47",,"   20","  320","21.0","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-10","2.24",,"0.00",,"0.0","0.0","51","67","36",,"  290","  280","8.1","14.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-11","6.71",,"0.00",,"0.0","0.0","50","66","36",,"  360","   20","15.0","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-12","9.17",,"0.00",,"0.0","0.0","52","62","41",,"   50","   50","17.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-13","1.34",,"0.00",,"0.0","0.0","48","65","33",,"  180","  320","6.9","11.0",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-14","3.36",,"0.00",,"0.0","0.0","49","68","36",,"  270","  300","8.9","14.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-15","2.91",,"0.00",,"0.0","0.0","52","70","37",,"  190","  200","12.1","16.1",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-16","4.47",,"0.00",,"0.0","0.0","56","77","40",,"  300","  300","10.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-17","5.59",,"0.00",,"0.0","0.0","61","81","45",,"  190","  180","16.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-18","9.62",,"0.02",,"0.0","0.0","65","79","51",,"  300","  290","23.0","42.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-19","10.96",,"0.11",,"0.0","0.0","54","61","39",,"  310","  300","25.9","42.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-20","5.37",,"0.00",,"0.0","0.0","41","50","30",,"  340","  340","12.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-21","2.91",,"0.00",,"0.0","0.0","38","52","26",,"  350","  360","8.1","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-22","2.24",,"0.00",,"0.0","0.0","43","59","30",,"  150","  180","10.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-23","7.83",,"0.01",,"0.0","0.0","57","71","50",,"  190","  180","25.9","35.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-24","5.59",,"0.00",,"0.0","0.0","56","59","50",,"  350","  320","12.1","19.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-25","6.93",,"0.00",,"0.0","0.0","51","53","44",,"   10","   10","19.9","21.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-26","6.26",,"0.00",,"0.0","0.0","46","51","31",,"   40","   20","15.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-27","4.25",,"0.00",,"0.0","0.0","39","55","26",,"  170","  170","13.0","16.1","    1","    1",,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-28","15.88",,"1.12",,"0.0","0.0","56","62","53",,"  160","  150","29.1","40.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-29","7.83",,"0.40",,"0.0","0.0","58","72","46",,"  180","  170","17.0","21.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-11-30","6.49",,"0.20",,"0.0","0.0","60","63","44",,"  270","  270","16.1","25.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-01","5.82",,"0.00",,"0.0","0.0","46","53","35",,"  290","  290","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-02","4.25",,"0.00",,"0.0","0.0","43","59","30",,"  330","  310","12.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-03","5.37",,"0.16",,"0.0","0.0","43","45","37",,"   90","   70","12.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-04","5.82",,"0.26",,"0.0","0.0","43","48","40",,"  180","  170","14.1","17.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-05","6.93",,"0.02",,"0.0","0.0","46","48","42",,"  110","  320","12.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-06","8.50",,"0.60",,"0.0","0.0","50","57","41",,"  320","  330","17.0","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-07","7.83",,"0.00",,"0.0","0.0","42","50","36",,"   30","  320","13.0","19.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-08","9.17",,"0.00",,"0.0","0.0","38","41","26",,"  310","  310","17.0","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-09","6.93",,"0.00",,"0.0","0.0","30","38","24",,"   10","  310","13.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-10","2.01",,"0.00",,"0.0","0.0","29","41","19",,"  190","  290","6.9","11.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-11","15.43",,"0.12",,"0.0","0.0","39","57","24",,"  190","  190","30.0","40.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-12","5.82",,"0.85",,"0.0","0.0","50","52","38",,"  330","   80","13.0","19.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-13","5.82",,"0.11",,"0.0","0.0","41","45","38",,"  360","  330","13.0","19.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-14","6.93",,"0.00",,"0.0","0.0","39","41","29",,"  360","   60","15.0","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-15","9.62",,"0.00",,"0.0","0.0","28","30","21",,"   10","  350","17.0","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-16","12.53",,"0.00",,"0.0","0.0","29","55","20",,"  180","  190","31.1","40.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-17","20.80",,"0.37",,"0.0","0.0","58","73","42",,"  310","  300","36.9","49.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-18","13.20",,"1.06","    0","0.3","0.0","40","42","21","    0","  320","  310","25.1","32.0","    1",,"    1","    1",,"    1",,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-19","8.72",,"0.00",,"0.0","0.0","24","31","20",,"   10","   10","19.9","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-20","3.58",,"0.00",,"0.0","0.0","26","42","17",,"  180","  220","13.0","16.1","    1","    1",,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-21","5.59",,"0.00",,"0.0","0.0","37","57","24",,"  190","  200","15.0","18.1","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-22","7.83",,"0.00",,"0.0","0.0","48","53","36",,"  360","   40","15.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-23","10.29",,"0.00",,"0.0","0.0","44","62","34",,"  190","  190","30.0","38.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-24","5.59",,"2.08",,"0.0","0.0","57","62","53",,"  200","  190","29.1","40.0","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-25","6.49",,"0.09",,"0.0","0.0","60","76","54",,"  170","  200","16.1","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-26","17.00",,"0.00",,"0.0","0.0","68","74","63",,"  190","  200","32.0","42.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-27","7.61",,"0.83",,"0.0","0.0","58","68","35",,"  320","  310","23.9","29.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-28","6.49",,"0.13",,"0.0","0.0","43","63","31",,"  320","  320","21.9","31.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-29","11.41",,"0.00",,"0.0","0.0","50","54","41",,"  320","  310","23.0","34.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-30","8.05",,"0.00",,"0.0","0.0","42","51","32",,"  330","  330","19.9","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2016-12-31","8.05",,"0.26",,"0.0","0.0","41","48","35",,"  190","  180","21.9","28.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-01","4.92",,"0.00",,"0.0","0.0","48","55","46",,"  130","  130","8.9","14.1","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-02","5.82",,"0.66",,"0.0","0.0","58","65","54",,"  190","  190","19.9","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-03","7.83",,"0.22",,"0.0","0.0","60","66","43",,"  310","  310","19.9","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-04","9.84",,"0.00",,"0.0","0.0","40","43","26",,"  330","  330","19.9","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-05","8.05",,"0.01",,"0.0","0.0","30","33","24",,"   10","  340","15.0","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-06","11.63",,"0.05",,"0.4","0.0","22","25","16",,"   10","  340","18.1","25.9","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-07","9.40",,"0.00",,"0.0","0.0","17","23","11",,"  360","  360","17.0","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-08","3.80",,"0.00",,"0.0","0.0","18","31","8",,"  150","  160","8.9","12.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-09","11.18",,"0.00",,"0.0","0.0","31","45","22",,"  180","  180","28.0","33.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-10","21.03",,"0.00",,"0.0","0.0","48","58","45",,"  180","  200","32.0","40.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-11","13.42",,"0.29",,"0.0","0.0","60","69","55",,"  200","  200","25.9","38.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-12","14.09",,"0.00",,"0.0","0.0","67","71","50",,"  190","  210","23.0","31.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-13","5.82",,"0.02",,"0.0","0.0","51","49","44",,"   20","   20","13.0","16.1","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-14","4.03",,"0.00",,"0.0","0.0","51","70","46",,"  320","  310","17.0","21.0","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-15","4.25",,"0.03",,"0.0","0.0","50","58","45",,"  360","  360","10.1","12.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-16","7.61",,"0.06",,"0.0","0.0","56","72","48",,"  190","  200","21.9","29.1","    1","    1",,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-17","9.62",,"0.63",,"0.0","0.0","63","66","51",,"  210","  200","21.9","32.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-18","4.47",,"0.00",,"0.0","0.0","50","51","45",,"  290","  320","14.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-19","4.70",,"1.26",,"0.0","0.0","50","60","47",,"  130","  140","13.0","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-20","8.28",,"0.00",,"0.0","0.0","60","69","54",,"  200","  200","21.0","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-21","6.71",,"0.00",,"0.0","0.0","62","70","53",,"  180","  170","19.9","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-22","8.50",,"0.06",,"0.0","0.0","58","67","53",,"   10","  340","21.0","27.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-23","14.99",,"0.00",,"0.0","0.0","52","56","42",,"  320","  320","25.9","36.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-24","6.04",,"0.00",,"0.0","0.0","45","56","41",,"  130","  140","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-25","8.50",,"0.00",,"0.0","0.0","50","60","40",,"  200","  220","17.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-26","9.62",,"0.00",,"0.0","0.0","47","52","37",,"  300","  290","16.1","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-27","9.40",,"0.00",,"0.0","0.0","39","46","34",,"  310","  320","18.1","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-28","8.28",,"0.00",,"0.0","0.0","40","54","27",,"  260","  270","19.9","30.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-29","7.83",,"0.05",,"0.0","0.0","40","41","34",,"  290","  270","19.9","33.1","    1",,,"    1",,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-30","6.49",,"0.00",,"0.0","0.0","40","54","30",,"  210","  200","14.1","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-01-31","5.82",,"0.00",,"0.0","0.0","54","70","41",,"  200","  210","14.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-01","5.82",,"0.00",,"0.0","0.0","50","61","34",,"   10","  290","16.1","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-02","11.18",,"0.00",,"0.0","0.0","45","49","36",,"   30","  340","18.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-03","10.29",,"0.00",,"0.0","0.0","36","44","25",,"   20","   20","19.9","31.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-04","8.05",,"0.00",,"0.0","0.0","31","49","20",,"  210","  200","16.1","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-05","7.61",,"0.00",,"0.0","0.0","49","60","41",,"  200","  200","16.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-06","8.95",,"0.28",,"0.0","0.0","48","62","38",,"  190","  180","23.9","29.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-07","12.97",,"0.39",,"0.0","0.0","60","64","56",,"  200","  190","25.1","34.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-08","8.95",,"0.00",,"0.0","0.0","58","69","37",,"  330","  330","25.9","35.1","    1","    1",,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-09","10.96",,"0.00",,"0.0","0.0","36","40","28",,"  340","  330","21.9","29.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-10","10.74",,"0.00",,"0.0","0.0","39","65","23",,"  200","  200","21.9","30.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-11","12.53",,"0.00","    0","0.0","0.0","61","70","59","    0","  200","  190","18.1","25.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-12","11.63",,"0.00",,"0.0","0.0","68","72","44",,"  340","  360","23.0","34.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-13","4.70",,"0.00",,"0.0","0.0","46","57","33",,"   50","  350","16.1","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-14","2.68",,"0.32",,"0.0","0.0","43","46","34",,"   10","  340","12.1","17.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-15","8.28",,"0.32",,"0.0","0.0","44","51","33",,"  330","  320","19.9","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-16","4.70",,"0.00",,"0.0","0.0","42","60","27",,"  210","  160","13.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-17","7.83",,"0.00",,"0.0","0.0","53","71","38",,"  190","  220","19.9","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-18","5.14",,"0.06",,"0.0","0.0","53","57","49",,"  160","  200","13.0","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-19","2.24",,"0.00",,"0.0","0.0","56","70","45",,"   90","   70","8.1","10.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-20","4.47",,"0.00",,"0.0","0.0","59","77","46",,"  170","  160","12.1","14.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-21","8.95",,"0.03",,"0.0","0.0","63","71","56",,"  160","  180","25.9","36.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-22","4.03",,"0.02",,"0.0","0.0","61","71","55",,"  180","  330","15.0","25.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-23","8.05",,"0.00",,"0.0","0.0","62","75","52",,"  180","  180","17.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-24","14.99",,"0.00",,"0.0","0.0","69","81","62",,"  190","  230","33.1","47.0",,,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-25","11.18",,"0.00",,"0.0","0.0","54","62","34",,"  280","  280","21.0","32.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-26","4.92",,"0.00","    0","0.0","0.0","40","57","27","    0","  120","  120","14.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-27","8.95",,"0.01",,"0.0","0.0","52","63","45",,"  190","  180","23.0","29.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-02-28","14.99",,"0.13",,"0.0","0.0","58","69","51",,"  180","  190","28.0","35.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-01","14.54",,"0.80",,"0.0","0.0","67","72","44",,"  270","  270","25.9","38.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-02","7.61",,"0.00",,"0.0","0.0","48","55","37",,"  330","  360","16.1","23.9",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-03","6.71",,"0.00",,"0.0","0.0","43","51","32",,"  360","   20","17.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-04","6.04",,"0.00",,"0.0","0.0","45","69","28",,"  230","  210","14.1","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-05","8.95",,"0.00",,"0.0","0.0","55","69","42",,"  200","  200","21.9","30.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-06","16.78",,"0.00",,"0.0","0.0","62","70","56",,"  180","  180","31.1","40.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-07","12.08",,"0.78",,"0.0","0.0","63","67","48",,"  190","  180","35.1","44.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-08","5.14",,"0.00",,"0.0","0.0","53","70","36",,"  330","  300","17.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-09","6.71",,"0.84",,"0.0","0.0","56","77","37",,"  330","  340","21.9","31.1","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-10","12.53",,"0.02",,"0.0","0.0","56","57","39",,"  340","   10","23.0","30.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-11","8.05",,"0.16",,"1.5","0.0","38","40","30",,"   30","   30","23.0","25.9","    1","    1",,,,,,,
